lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
26,0,77.0,11,16,2,3,0,0,0,0
157,2,120.7,7,6,4,4,0,0,3,0
157,1,132.18,7,27,4,4,0,0,3,0
349,0,90.0,10,4,3,5,1,0,0,0
141,1,163.8,9,23,4,2,0,0,3,1
8,1,90.0,8,27,4,1,0,0,0,1
19,0,187.0,7,5,4,4,0,0,3,1
163,2,74.65,10,23,4,3,2,0,0,1
4,1,65.0,11,1,2,3,0,0,0,1
26,0,70.72,12,3,3,2,2,0,0,1
138,1,105.28,5,14,4,5,2,0,0,1
49,1,69.52,12,24,4,1,0,3,1,1
2,2,168.0,6,16,4,1,0,0,0,1
150,1,85.5,6,27,4,0,1,3,0,0
43,0,137.33,12,31,3,3,0,1,0,1
36,0,209.7,6,11,4,1,2,0,5,0
181,1,120.0,10,11,4,2,0,0,0,0
26,1,118.07,11,10,4,3,0,0,3,1
47,1,60.0,11,7,3,2,2,0,3,1
13,0,137.0,7,8,4,1,0,3,0,0
21,1,97.75,12,3,4,5,2,0,3,1
116,0,96.05,9,18,4,2,1,1,0,0
122,1,101.15,7,14,4,8,2,0,0,1
195,0,72.0,12,4,3,4,2,0,0,1
54,0,75.0,3,29,3,3,0,0,0,1
61,0,118.8,4,7,4,3,0,0,3,1
279,0,110.0,10,12,3,3,0,0,0,0
23,0,85.0,3,2,3,4,0,0,0,1
5,0,231.0,8,3,4,1,0,0,5,0
63,2,114.3,7,18,4,1,1,0,0,1
75,0,67.83,10,20,3,5,1,0,1,1
123,1,151.43,11,6,4,2,2,0,0,1
34,0,48.67,1,17,3,1,2,0,3,1
11,0,90.0,6,14,2,3,0,0,3,1
0,0,85.0,2,10,4,1,0,0,0,0
204,0,137.0,10,18,4,2,2,0,3,0
0,0,0.0,5,31,1,1,0,0,0,1
91,0,110.0,9,30,3,2,1,0,0,1
2,0,65.0,3,2,2,1,0,0,0,1
182,1,83.5,10,31,4,3,1,0,1,1
178,2,99.45,8,15,4,3,1,0,0,1
37,1,135.0,11,1,4,2,0,0,0,1
70,0,149.4,9,15,4,2,0,0,3,0
20,0,95.0,4,3,3,1,2,0,0,1
164,0,115.0,10,16,3,0,1,0,0,0
33,0,67.5,2,15,4,0,1,3,0,0
29,0,210.03,9,23,4,2,1,1,5,0
349,0,80.0,10,4,3,5,1,0,0,0
110,1,101.58,5,5,4,3,1,3,0,1
196,1,80.75,8,3,4,4,1,3,0,1
56,0,58.0,9,17,3,2,0,1,0,1
44,0,95.0,4,23,3,1,2,0,1,1
53,1,124.1,3,20,4,2,2,0,3,0
0,0,85.0,2,26,4,2,0,0,0,0
15,0,91.73,9,6,4,3,2,0,0,1
138,0,94.5,8,22,3,1,2,1,0,1
15,0,81.0,2,19,2,1,0,0,0,1
130,0,114.3,5,5,4,3,0,0,3,0
1,1,31.0,2,26,2,2,0,0,0,1
0,0,85.0,2,24,4,1,0,3,0,1
2,3,225.0,10,5,4,2,0,0,4,1
14,0,75.0,11,18,3,2,1,0,0,1
38,1,120.7,12,21,4,4,1,0,0,1
86,1,81.86,12,30,4,3,0,0,0,1
112,1,87.3,4,11,4,2,1,0,0,1
131,0,94.5,8,15,3,1,2,1,0,1
109,0,152.1,8,24,4,4,0,0,3,0
0,0,123.0,4,23,4,1,1,0,0,1
80,2,86.47,11,6,4,2,0,0,0,1
178,1,109.8,7,23,4,1,2,0,3,0
291,2,80.75,12,28,4,4,2,0,0,1
92,1,78.54,3,30,4,4,0,3,0,1
89,2,72.25,11,23,4,2,1,0,0,1
22,0,75.0,10,13,3,3,0,0,3,1
245,0,75.0,6,17,4,2,0,0,0,0
269,0,70.0,12,29,3,3,2,0,0,1
10,1,99.2,12,2,4,2,1,0,0,1
33,1,135.9,4,3,4,4,2,0,3,1
128,1,126.9,6,6,4,2,1,0,0,1
74,0,109.8,11,4,4,2,0,0,0,0
13,0,149.0,8,26,4,3,2,0,3,0
101,2,144.45,11,11,4,2,0,0,3,1
0,1,126.0,10,5,4,0,1,0,0,1
21,1,0.0,2,15,4,0,0,0,5,1
51,0,75.0,11,16,3,4,0,0,0,1
158,0,75.6,7,16,4,1,0,3,0,0
14,1,114.0,9,15,4,3,0,0,0,1
80,0,98.41,7,1,4,1,0,0,3,0
323,1,112.0,5,17,3,4,0,1,0,0
11,0,174.33,7,18,3,2,1,0,4,1
8,2,99.0,8,13,4,3,0,0,0,1
110,0,94.5,7,25,3,1,2,1,0,1
146,0,95.0,4,24,3,0,2,0,0,0
15,1,118.33,4,15,4,2,1,0,0,1
207,0,99.45,8,7,4,2,2,0,3,0
192,1,72.75,8,8,4,3,1,0,0,1
3,0,95.2,12,28,4,4,0,3,0,1
145,1,186.3,8,11,4,2,0,0,5,1
36,1,68.07,12,1,4,3,2,0,0,1
99,1,114.3,6,29,4,3,0,0,0,1
127,0,84.15,12,29,3,3,1,0,0,1
135,1,126.0,7,5,4,2,0,0,0,1
140,2,109.2,6,4,4,1,2,3,0,1
61,1,96.9,12,7,4,4,0,0,3,1
106,0,55.08,7,21,4,2,0,3,0,0
198,1,62.18,7,31,4,2,2,3,0,1
308,2,78.3,11,23,4,3,0,0,0,0
26,0,79.92,12,21,4,4,1,1,0,0
231,2,96.9,8,23,3,5,2,0,0,1
245,0,96.3,10,28,4,2,0,0,0,0
95,2,108.0,10,2,4,1,2,3,0,1
53,0,94.5,10,9,4,2,1,0,0,1
162,2,121.5,7,27,4,1,0,0,0,0
139,0,96.3,8,26,4,2,0,0,0,0
7,3,143.0,9,20,4,1,0,0,0,1
25,0,159.0,10,19,4,3,0,0,0,0
184,2,137.7,8,4,4,3,0,0,3,0
75,1,140.4,5,2,4,2,1,0,3,0
57,2,159.3,5,22,4,2,2,0,3,1
82,0,43.33,3,26,3,1,2,0,0,1
75,0,75.0,12,5,3,3,1,0,0,1
11,0,75.0,8,18,2,2,0,0,0,0
6,1,68.0,3,1,2,2,0,0,0,1
16,0,82.8,2,5,4,2,0,0,3,1
13,0,88.0,12,8,4,1,0,3,0,1
37,0,88.0,12,14,4,2,0,3,0,0
39,0,109.0,8,14,3,2,0,1,0,1
18,1,86.0,2,20,4,1,1,0,0,1
128,1,96.3,6,26,4,0,2,0,0,1
83,0,112.2,9,30,3,1,0,1,0,1
40,0,175.0,10,21,4,2,0,0,3,0
64,2,119.17,4,25,4,4,1,0,0,1
46,1,112.67,10,25,4,3,0,3,0,0
118,0,110.0,6,6,3,1,1,0,0,1
109,0,0.0,10,3,1,1,1,0,0,1
93,0,170.1,5,8,4,1,2,1,0,1
80,0,72.25,3,29,4,4,0,3,0,1
46,1,128.38,11,4,4,3,2,0,0,1
104,0,68.42,4,19,4,3,0,0,0,1
60,0,72.25,7,10,3,0,2,0,0,1
11,0,116.0,6,26,4,0,2,0,0,0
158,0,198.9,5,25,4,4,0,0,5,0
72,1,85.5,4,18,4,0,1,3,0,0
36,2,88.4,12,21,4,4,1,0,0,1
167,0,119.85,9,3,4,10,4,0,0,0
84,1,82.45,3,28,4,4,1,0,0,1
179,0,85.5,8,26,4,2,1,3,0,0
84,0,132.6,5,24,4,4,0,0,3,0
48,0,73.51,10,2,4,2,1,0,0,1
0,2,0.0,12,12,1,0,1,0,0,1
6,0,58.0,12,6,3,2,2,0,0,1
52,3,94.5,10,23,4,2,1,0,0,1
91,1,148.5,8,3,4,2,0,0,0,1
6,0,79.2,12,6,4,2,0,3,0,1
17,0,66.0,2,19,3,2,1,0,0,1
179,1,98.25,8,25,4,3,1,3,0,0
7,1,124.0,4,10,4,0,2,0,3,1
237,0,147.3,10,13,4,3,0,0,3,0
102,1,121.5,7,26,4,2,0,0,0,0
6,1,118.0,3,14,4,4,1,0,0,1
0,2,65.0,12,20,3,1,0,0,0,1
27,1,120.12,5,18,4,1,0,0,3,1
0,0,79.0,2,3,4,1,0,0,0,1
18,0,76.8,9,15,3,1,0,3,0,1
78,0,85.5,4,8,4,2,0,3,1,0
11,1,126.0,5,8,4,1,2,0,3,1
36,0,85.0,10,20,3,3,0,0,0,1
1,1,0.0,12,15,1,1,0,1,5,1
104,0,75.0,12,3,3,3,0,0,0,1
25,0,91.0,3,18,4,1,0,0,0,0
5,2,133.33,11,4,4,2,1,3,0,1
38,0,151.47,8,14,4,1,2,0,3,0
9,2,184.0,10,7,4,2,0,0,3,1
256,1,115.0,6,15,4,2,0,1,0,0
71,0,132.6,5,1,4,2,2,0,3,0
34,1,85.5,10,7,4,3,0,0,0,1
279,1,80.75,10,10,3,2,1,0,0,1
121,1,120.6,8,18,4,3,2,0,3,1
301,0,52.0,11,18,4,2,0,0,0,0
23,0,109.0,1,2,3,1,2,1,0,1
27,1,110.0,10,29,4,1,2,3,0,1
7,2,136.0,10,21,4,2,0,0,3,1
4,1,133.98,11,20,4,0,1,0,5,1
3,1,175.56,10,6,4,3,0,0,5,1
79,0,120.6,6,16,4,4,2,3,0,1
99,1,90.95,4,25,4,3,1,0,0,1
102,3,156.0,7,10,4,4,2,1,3,1
43,0,83.2,12,6,4,5,1,0,0,0
6,0,166.0,8,4,4,3,0,0,3,0
53,1,88.4,11,21,4,4,1,0,0,1
13,0,179.5,3,26,4,2,2,0,3,0
5,0,75.0,8,12,3,1,0,0,0,1
41,0,107.1,6,28,4,2,0,3,0,0
245,1,58.36,12,27,4,5,2,0,0,0
128,0,135.0,10,11,4,5,0,0,3,0
4,2,12.0,12,3,3,1,2,0,3,1
52,1,127.37,11,9,4,3,0,3,0,0
32,0,63.75,10,5,3,3,1,0,3,1
21,1,151.33,10,23,4,2,1,0,3,1
0,0,149.0,5,26,4,3,0,3,0,1
0,0,79.0,3,29,2,1,0,0,0,1
117,0,114.3,7,7,4,3,0,0,0,0
1,0,60.0,8,5,2,3,0,0,0,0
83,1,93.6,11,24,4,3,0,0,0,0
50,2,189.9,6,3,4,2,1,0,5,1
2,1,101.0,1,29,4,2,0,0,0,1
4,0,95.0,5,16,2,1,1,0,0,1
10,0,79.75,1,30,4,6,2,3,0,1
135,0,102.09,7,16,3,1,1,0,3,0
6,0,65.0,5,23,2,1,1,0,0,1
44,1,125.55,10,5,4,2,0,0,3,0
1,0,64.14,1,4,4,0,1,0,0,1
3,1,132.33,10,23,4,2,1,0,0,1
11,1,78.94,9,8,3,4,0,0,1,1
4,1,89.0,3,22,4,2,0,3,0,1
62,0,140.4,5,7,4,1,0,0,3,0
24,3,89.0,9,12,4,0,1,3,0,1
70,2,165.63,7,14,4,3,1,0,6,1
54,1,97.4,11,23,4,4,0,0,0,1
40,0,135.76,4,22,4,5,2,0,3,0
50,3,198.0,10,16,4,3,2,0,5,1
268,1,96.25,8,6,4,1,1,0,1,1
17,1,85.47,6,12,4,0,1,0,0,1
37,0,65.0,5,8,2,0,1,0,0,1
44,1,85.5,9,17,4,2,0,0,0,1
0,0,137.0,4,13,4,1,0,0,3,1
20,0,110.0,5,26,0,1,0,0,3,0
70,0,46.33,11,26,3,3,0,0,0,1
127,1,99.45,5,7,4,5,2,0,0,1
97,1,65.42,3,23,4,4,0,0,0,1
13,1,85.0,3,20,3,0,1,0,0,1
104,3,120.8,7,18,4,6,3,0,3,1
5,0,129.0,3,22,4,5,0,0,0,0
143,1,132.88,7,28,4,4,2,0,0,1
103,2,93.6,12,7,4,1,0,0,0,0
48,1,60.0,1,17,3,3,2,0,0,1
1,3,106.0,8,20,4,2,0,0,0,1
34,1,160.2,10,4,4,3,0,0,3,1
51,0,79.2,11,12,4,1,1,3,0,0
93,0,159.3,6,3,4,2,0,0,3,1
77,1,90.95,4,11,4,3,1,0,0,1
30,2,88.0,12,11,4,0,2,3,0,1
55,1,109.8,9,2,4,2,1,0,0,1
207,3,76.5,8,21,4,3,2,0,0,1
93,2,121.5,7,12,4,2,0,0,0,1
79,0,88.5,4,17,4,1,2,3,0,0
11,0,95.0,5,9,0,10,5,0,0,0
8,1,149.0,10,30,4,1,2,0,0,1
233,0,168.3,10,7,4,1,0,0,3,0
33,1,80.46,2,23,4,5,0,0,0,1
155,0,95.2,8,21,4,5,3,0,0,0
126,1,76.5,7,27,4,2,1,0,0,1
63,0,56.0,9,4,3,2,0,1,0,1
69,0,150.3,7,2,4,1,0,0,3,0
20,1,95.0,9,18,3,2,2,0,0,1
1,0,75.0,3,8,2,3,0,0,3,1
2,0,110.0,5,19,0,1,0,0,3,1
78,0,132.3,10,21,4,2,2,0,3,0
57,0,89.78,3,27,4,5,2,0,4,1
107,1,89.25,9,9,4,2,0,0,0,1
19,0,108.67,12,8,4,3,0,0,0,1
193,0,120.0,6,20,4,2,1,0,0,0
56,1,59.0,2,8,3,4,1,0,0,1
0,0,103.2,5,18,3,1,0,3,0,1
45,0,167.4,12,30,4,1,0,0,3,0
8,1,169.0,5,21,3,1,0,3,4,1
109,1,127.8,8,9,4,5,0,0,3,1
151,0,119.97,6,16,4,5,2,0,3,0
104,0,111.78,5,4,4,4,0,0,0,0
7,1,77.5,1,19,4,3,0,0,0,1
8,1,84.7,10,27,4,1,0,3,0,1
154,0,80.75,9,12,3,4,1,0,0,1
54,0,130.05,4,20,4,3,0,0,0,1
58,2,159.3,6,10,4,2,1,0,3,1
15,0,69.0,12,1,4,2,0,0,0,1
108,2,108.0,10,17,4,3,1,3,0,1
167,0,102.0,9,16,4,4,0,0,3,0
177,0,105.3,7,30,4,1,0,0,0,0
46,0,112.5,3,18,4,2,0,0,3,0
126,1,93.17,8,6,4,1,2,3,0,1
3,0,90.0,9,24,3,1,0,0,0,1
5,2,80.0,1,30,4,1,0,0,0,1
42,0,91.8,11,1,4,5,0,0,0,0
94,0,174.6,5,20,4,2,1,1,3,0
119,0,94.5,5,6,4,2,0,3,0,0
234,1,103.7,10,25,4,4,0,0,3,0
94,0,96.3,4,8,4,2,1,0,0,0
73,1,135.0,10,12,4,4,1,0,0,0
78,0,135.9,9,3,4,3,2,0,0,0
14,0,160.0,10,22,4,1,0,0,0,0
197,3,96.3,10,31,4,0,1,0,0,1
102,0,87.0,10,16,3,2,0,1,0,0
3,2,122.0,8,18,4,2,0,0,0,1
275,2,118.2,9,23,4,2,1,0,0,0
80,0,86.0,9,26,3,2,1,1,0,1
36,0,60.0,11,3,3,5,0,0,3,1
150,2,41.43,3,19,3,5,2,0,0,1
56,1,85.85,3,29,4,4,0,0,0,1
9,0,95.0,10,30,3,1,0,0,0,1
125,2,102.8,6,19,4,1,2,0,3,1
170,1,112.2,8,11,4,3,2,0,3,0
34,1,94.5,10,4,4,2,2,0,0,1
11,1,130.0,11,5,4,1,0,0,0,0
1,0,0.0,5,5,1,1,0,0,3,1
201,2,142.56,10,3,4,2,1,0,3,0
45,2,204.0,10,6,4,3,0,0,5,1
3,2,130.33,9,7,4,2,1,0,0,1
80,2,126.0,11,18,4,2,1,0,3,1
1,1,145.5,10,4,4,2,2,0,0,1
88,1,158.4,9,16,4,2,0,0,3,1
9,2,0.0,7,8,1,1,0,0,3,1
0,0,56.0,12,22,4,1,0,3,0,1
18,2,74.8,11,14,4,4,1,3,0,1
25,0,125.5,4,17,4,2,2,0,0,1
116,0,60.0,2,28,3,2,2,0,0,0
290,0,86.7,12,1,4,3,1,0,3,0
59,2,123.3,3,28,4,0,1,0,3,1
122,0,85.0,4,15,3,2,0,0,0,1
78,0,120.49,12,16,3,2,0,1,0,1
49,1,98.82,12,1,4,2,0,0,0,1
5,3,120.0,11,21,4,0,1,0,0,1
65,0,152.1,8,20,4,1,1,0,0,0
24,1,108.5,4,11,4,3,1,0,0,1
58,0,80.3,3,4,4,2,0,0,0,1
36,0,133.1,6,29,4,2,0,0,3,1
6,0,81.0,2,1,4,0,1,3,0,1
28,0,94.05,8,30,4,4,0,3,0,0
7,0,112.2,10,5,3,1,1,1,0,1
157,0,133.6,10,7,3,1,0,0,3,0
82,0,99.45,3,24,4,3,1,0,3,1
221,0,80.0,8,12,3,1,0,0,0,0
13,0,113.0,9,13,3,3,2,1,0,1
34,0,94.3,10,15,4,3,2,3,1,1
40,0,65.0,2,27,3,1,0,0,0,1
15,2,129.0,8,21,4,0,1,3,0,1
64,0,96.3,10,19,3,4,1,0,3,1
27,1,107.03,9,24,4,1,0,0,3,1
38,0,159.3,5,10,4,3,0,0,3,0
117,1,85.0,12,13,4,5,0,0,0,0
84,2,89.25,10,16,4,2,1,0,0,1
59,0,85.5,5,8,3,1,2,0,0,1
69,1,92.28,5,11,4,4,0,0,0,1
53,1,81.0,12,29,4,2,0,3,0,1
287,1,90.95,10,19,4,4,1,0,0,1
293,0,93.67,12,25,4,6,4,0,0,0
129,1,100.8,3,29,4,5,0,1,0,1
238,0,112.5,10,28,4,2,1,0,0,0
2,1,86.0,1,16,4,1,0,3,0,1
6,0,81.0,8,23,4,0,1,3,0,1
103,0,80.0,5,4,3,3,0,0,0,1
1,1,115.0,4,9,4,1,2,0,0,1
150,1,94.5,7,27,4,2,0,3,0,1
50,2,126.3,11,10,4,3,0,0,0,1
23,0,154.0,11,25,4,2,2,0,3,0
29,1,150.61,9,30,4,2,2,0,5,1
260,0,113.4,9,22,4,3,0,3,0,0
47,1,81.9,3,13,4,1,2,0,0,1
176,0,150.45,9,1,4,3,1,0,3,0
67,0,109.1,4,1,4,1,0,0,0,1
9,0,104.8,5,31,4,3,0,0,0,1
225,1,72.9,11,18,4,1,0,0,0,0
105,1,126.9,6,11,4,1,1,0,0,1
12,1,72.07,2,23,4,3,0,0,0,1
10,0,79.0,2,13,4,1,2,3,0,0
31,1,197.65,9,5,4,2,1,0,6,1
9,0,65.0,11,22,2,1,2,0,0,1
0,0,89.0,2,27,4,1,0,0,0,1
14,1,112.0,11,3,4,1,0,0,0,0
22,0,172.0,4,30,4,1,1,0,3,0
1,0,119.0,6,1,4,1,0,3,0,1
207,0,95.0,12,30,3,2,1,0,0,1
163,1,119.7,5,20,4,2,1,0,0,0
141,0,118.06,7,3,3,2,2,1,3,0
179,0,182.26,6,8,4,5,2,0,5,0
88,1,119.0,12,17,4,5,2,0,3,1
35,0,99.0,9,26,4,0,1,3,0,0
63,1,133.0,12,30,4,2,0,0,3,1
53,1,126.9,5,19,4,1,0,0,0,1
8,2,84.0,12,4,2,2,2,0,0,1
46,0,112.0,10,31,3,5,2,0,0,1
87,0,150.3,8,9,4,4,0,0,3,0
33,2,159.75,10,6,4,4,0,0,5,0
296,0,117.0,9,21,3,4,0,1,0,0
99,0,236.52,10,21,4,3,2,1,5,0
1,0,76.5,1,8,4,2,0,3,0,1
11,0,111.35,6,2,4,1,0,0,0,0
82,0,115.0,6,8,3,5,2,0,0,1
70,2,107.95,4,16,4,2,2,0,3,1
292,0,109.0,7,21,3,2,0,1,0,0
3,1,89.5,12,19,4,1,1,0,0,1
208,2,88.77,10,23,4,2,2,0,1,1
75,0,131.4,7,1,4,2,1,0,3,0
11,0,65.0,12,15,2,1,0,0,0,1
32,1,105.0,7,18,3,1,1,0,0,1
2,0,131.0,4,23,4,1,0,0,0,1
118,0,120.0,6,6,3,2,1,0,0,1
62,1,139.5,10,29,4,1,0,3,5,1
209,1,96.3,10,21,4,3,2,0,0,1
4,0,121.0,5,31,2,2,0,0,0,1
259,1,73.95,12,7,4,4,0,0,0,1
235,0,106.25,10,27,4,3,1,0,0,0
335,1,90.0,10,13,3,3,0,0,0,1
93,0,118.19,12,30,4,3,0,0,0,1
1,0,85.0,1,23,4,1,0,0,0,1
0,0,76.5,6,12,3,0,1,0,0,1
58,0,105.3,4,13,4,2,0,0,0,0
17,2,135.0,10,7,4,1,0,3,0,1
191,1,106.2,5,15,4,0,1,0,0,0
56,1,117.45,9,4,4,2,2,0,3,1
82,1,116.1,5,16,4,1,1,3,0,1
7,0,85.0,6,17,3,2,0,0,0,1
172,0,95.0,6,24,3,2,0,0,0,0
22,0,154.0,9,26,4,3,1,0,3,0
1,1,98.56,5,10,4,3,0,0,0,1
122,0,86.0,3,27,3,1,2,1,0,1
86,0,105.0,9,24,3,2,0,0,0,1
56,0,74.0,6,9,3,3,1,0,0,1
68,2,137.7,7,23,4,2,2,0,3,1
13,1,90.0,8,25,4,2,0,0,0,1
16,0,104.0,12,6,4,3,0,0,0,1
189,0,72.25,8,8,3,3,1,0,0,1
179,1,85.6,7,25,3,3,1,1,0,1
18,1,116.8,3,9,4,4,1,0,3,1
104,0,79.2,11,1,4,5,0,3,0,0
175,1,87.32,9,30,4,2,2,0,0,1
247,0,63.75,11,19,4,3,2,3,0,0
41,3,120.0,10,28,4,1,0,0,0,1
8,0,119.0,5,25,4,1,0,3,0,0
122,0,98.03,6,30,4,4,2,0,0,1
18,0,85.0,10,2,3,1,2,0,0,1
0,0,0.0,10,15,4,1,0,0,3,1
100,2,137.7,7,18,4,1,1,0,3,1
1,1,65.0,4,5,2,1,0,0,0,1
34,0,99.3,4,17,4,1,2,0,0,0
15,0,164.0,9,26,4,2,1,0,3,1
11,2,155.0,10,9,4,1,0,0,3,1
141,1,90.0,9,20,3,0,1,0,0,1
259,1,73.95,12,7,4,4,0,0,0,1
153,1,83.85,7,30,4,5,2,0,3,1
64,1,89.3,3,10,4,3,0,0,3,1
75,0,105.0,10,30,4,0,2,1,0,0
29,1,82.61,5,31,4,3,0,0,0,1
17,0,87.0,2,21,3,1,2,0,0,1
55,0,79.0,7,7,2,1,0,0,0,1
96,0,63.75,7,13,3,0,1,0,0,1
215,0,99.45,8,20,4,5,2,0,3,0
104,0,74.8,11,22,4,5,0,0,0,0
137,0,83.47,8,17,3,4,1,1,0,1
141,0,107.95,7,6,4,4,1,0,0,1
242,1,72.25,11,22,4,2,2,0,0,1
0,0,165.0,10,1,4,1,1,0,0,1
52,3,152.1,8,18,4,3,1,0,0,1
1,0,6.0,12,23,4,3,0,0,1,1
1,1,127.0,12,30,4,3,0,0,0,1
69,0,120.0,6,12,4,4,2,0,0,0
4,1,101.0,4,21,4,1,0,0,0,1
49,2,159.3,5,7,4,1,1,0,3,1
87,1,56.94,3,20,4,2,2,0,0,1
280,1,91.8,11,16,4,3,0,0,3,0
113,2,85.0,11,27,4,5,2,0,0,1
8,0,95.2,9,11,4,0,2,3,0,1
51,0,110.0,6,5,2,5,2,0,3,0
106,1,104.0,12,27,4,2,0,0,0,1
91,2,121.5,10,7,4,1,0,0,0,0
24,0,144.5,4,28,4,2,0,0,3,0
64,1,118.8,4,23,4,1,2,0,3,0
188,2,123.75,8,9,4,5,2,0,0,0
85,0,140.4,5,3,4,3,0,0,3,1
1,1,164.5,9,15,4,2,0,0,3,1
32,0,126.9,5,7,4,1,0,0,0,1
36,2,102.6,10,17,4,1,0,0,0,1
170,0,300.0,7,29,3,3,2,1,0,0
65,0,99.9,6,21,4,3,0,0,0,1
207,0,161.67,12,30,3,2,1,0,0,1
194,0,86.63,7,9,4,1,2,0,1,0
147,0,97.75,8,8,4,3,1,3,0,0
1,1,79.0,2,12,4,2,0,3,0,1
132,0,72.25,7,1,3,2,1,0,0,1
183,0,90.95,8,27,4,2,2,0,0,0
15,2,115.0,9,16,4,2,0,3,3,1
38,0,146.96,9,24,4,5,2,0,3,0
238,1,132.6,10,4,4,5,2,0,3,0
92,1,106.43,10,31,4,3,1,0,0,0
17,0,75.0,1,22,4,3,2,3,0,1
115,2,131.4,8,23,4,5,0,0,3,1
1,0,65.0,11,19,2,1,0,0,0,1
39,1,156.6,10,16,4,2,0,3,5,1
77,2,132.3,10,7,4,2,1,0,3,1
23,0,66.0,2,7,3,1,2,0,0,1
247,0,109.0,6,6,3,1,1,1,0,0
19,0,48.0,9,21,3,1,1,0,0,0
47,0,55.24,1,30,4,2,2,0,0,1
14,1,110.8,6,8,3,4,0,0,0,1
3,0,72.5,7,11,3,1,2,1,0,1
51,0,95.04,10,6,4,1,0,0,0,0
50,0,85.85,3,28,4,3,1,0,0,1
308,2,78.3,11,23,4,3,0,0,0,0
16,0,108.67,12,8,4,3,0,0,0,1
74,2,133.8,11,9,4,3,0,3,0,1
281,1,68.07,12,28,4,4,2,0,0,1
8,1,86.72,11,11,4,2,2,0,0,1
105,0,75.0,10,12,3,3,0,0,0,0
89,0,127.33,9,25,3,1,2,0,0,0
50,0,12.0,2,22,3,5,2,0,4,0
23,0,104.5,9,17,4,2,0,0,0,1
3,1,104.72,5,2,4,0,1,0,0,1
40,3,88.0,12,16,4,2,1,3,0,1
27,1,135.0,2,27,4,1,1,0,3,1
79,2,109.8,12,15,4,3,0,0,0,1
47,1,93.6,11,25,4,2,0,0,0,1
159,0,70.0,2,13,3,1,0,0,0,1
16,0,64.22,2,5,4,2,1,0,3,1
5,2,122.48,12,30,4,2,2,0,0,1
31,1,66.29,12,4,4,10,5,3,0,0
97,1,64.98,3,24,4,3,1,0,0,1
24,0,46.4,11,27,3,3,2,0,0,1
23,1,65.55,9,10,3,3,1,0,0,1
86,2,87.3,3,10,4,3,0,0,3,1
386,1,115.0,10,23,3,0,2,1,0,0
34,0,73.9,2,8,4,4,1,0,0,1
14,0,166.25,10,7,2,2,0,0,4,0
124,0,143.1,9,21,4,4,2,0,3,0
13,0,169.0,4,28,4,1,0,1,0,0
35,2,104.3,4,17,4,2,2,0,0,1
45,1,79.33,6,19,4,2,2,0,0,1
69,0,123.98,9,1,4,6,2,3,0,0
13,1,187.0,7,24,4,0,2,0,3,1
13,1,131.0,6,20,4,3,1,0,0,1
4,2,75.0,9,27,3,1,0,0,0,1
7,2,155.45,9,28,4,8,3,0,0,1
54,0,149.4,6,3,4,1,0,0,3,1
261,1,93.78,10,22,4,4,2,0,0,1
92,2,135.0,10,6,4,1,0,0,0,1
3,1,0.0,11,25,1,2,0,0,0,1
208,0,116.1,9,11,4,1,2,3,1,0
221,0,73.0,8,12,3,1,0,1,0,1
69,1,110.99,4,14,4,5,2,0,3,0
47,1,93.6,12,2,4,1,0,0,0,1
27,3,101.43,11,11,4,4,2,0,3,1
87,0,108.29,4,27,4,4,1,0,0,1
74,0,132.3,10,21,4,2,0,0,3,0
130,1,117.41,6,16,4,6,2,0,0,1
41,0,85.67,3,13,2,1,2,0,0,1
27,2,124.0,9,18,4,2,0,0,0,1
189,1,99.45,8,6,4,5,2,0,0,0
54,0,88.2,3,18,4,2,1,3,0,0
87,0,126.9,5,22,4,1,2,0,0,0
22,0,134.78,12,26,3,2,2,1,5,1
5,0,89.0,4,19,4,1,0,3,0,1
226,1,70.0,10,29,3,2,2,0,0,1
5,1,145.0,10,5,4,3,1,0,0,1
36,0,94.35,6,26,4,0,2,0,0,0
20,0,6.0,1,4,1,2,1,0,4,1
10,0,85.0,8,31,3,5,2,0,0,1
124,1,90.9,7,3,4,0,2,0,0,1
4,1,133.41,7,15,4,5,2,0,4,1
26,0,163.67,6,8,4,3,0,0,3,0
101,0,95.88,6,17,3,2,0,0,0,0
8,0,160.0,11,5,3,1,0,0,0,1
4,1,75.08,12,7,4,2,0,0,0,1
74,3,132.6,5,21,4,3,2,0,3,1
132,0,62.0,2,7,3,1,2,0,3,1
38,0,75.8,2,21,3,2,2,0,3,1
14,0,43.5,11,5,3,3,1,0,0,1
12,1,65.0,6,14,2,2,0,0,0,1
0,0,79.0,7,20,2,1,0,0,0,1
0,2,146.0,8,17,3,1,0,0,0,1
127,2,139.95,7,27,4,4,0,0,3,1
0,0,143.0,9,4,4,1,0,0,0,1
76,0,119.85,5,13,4,3,2,0,0,0
16,0,93.0,2,18,4,3,0,0,0,1
195,0,80.75,7,25,4,3,1,3,0,0
215,0,212.06,11,6,4,5,2,0,0,0
1,0,77.0,1,5,2,1,0,0,0,1
38,1,103.87,11,26,4,1,2,1,0,1
361,0,91.0,11,4,4,1,0,0,0,0
35,0,153.3,5,27,4,2,1,0,3,0
130,0,110.0,6,6,3,3,1,0,0,1
133,0,90.95,6,21,3,5,0,0,3,1
